交易日期,到期月份(週別),履約價,買賣權,成交量,收盤價,結算價,期貨成交量,期貨開盤價,期貨最高價,期貨最低價,期貨收盤價,期貨結算價
2019/01/02,201902,10100.0,put,1,640,640,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10200.0,call,464,35,35,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10300.0,call,445,24,24,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10300.0,put,3,620,815,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10400.0,call,576,15.5,15.5,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10400.0,put,1,860,905,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10500.0,call,364,10,10,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10600.0,call,159,6.8,6.8,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10700.0,call,74,5,5,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10800.0,call,74,3.5,3.5,2002,9729,9740,9488,9513,9510
2019/01/02,201902,10900.0,call,127,2.6,2.6,2002,9729,9740,9488,9513,9510
2019/01/02,201902,11000.0,call,164,2.2,2.2,2002,9729,9740,9488,9513,9510
2019/01/02,201902,11100.0,call,230,1.7,1.7,2002,9729,9740,9488,9513,9510
2019/01/02,201902,11200.0,call,41,1.3,1.3,2002,9729,9740,9488,9513,9510
2019/01/02,201902,11300.0,call,53,1,1,2002,9729,9740,9488,9513,9510
2019/01/02,201902,11500.0,call,20,0.7,0.7,2002,9729,9740,9488,9513,9510
2019/01/02,201903,7400.0,put,122,28,28,365,9708,9715,9470,9488,9488
2019/01/02,201903,7600.0,put,40,33.5,33.5,365,9708,9715,9470,9488,9488
2019/01/02,201903,7800.0,put,54,42.5,42.5,365,9708,9715,9470,9488,9488
2019/01/02,201903,8000.0,put,30,53,53,365,9708,9715,9470,9488,9488
2019/01/02,201903,8100.0,put,2,58,58,365,9708,9715,9470,9488,9488
2019/01/02,201903,8200.0,put,21,64,64,365,9708,9715,9470,9488,9488
2019/01/02,201903,8300.0,put,2,65,65,365,9708,9715,9470,9488,9488
2019/01/02,201903,8400.0,put,128,84,84,365,9708,9715,9470,9488,9488
2019/01/02,201903,8500.0,put,14,93,93,365,9708,9715,9470,9488,9488
2019/01/02,201903,8600.0,put,18,105,105,365,9708,9715,9470,9488,9488
2019/01/02,201903,8700.0,put,12,123,118,365,9708,9715,9470,9488,9488
2019/01/02,201903,8800.0,put,57,132,132,365,9708,9715,9470,9488,9488
2019/01/02,201903,8900.0,put,1,159,159,365,9708,9715,9470,9488,9488
2019/01/02,201903,9000.0,call,2,725,660,365,9708,9715,9470,9488,9488
2019/01/02,201903,9000.0,put,100,173,173,365,9708,9715,9470,9488,9488
2019/01/02,201903,9100.0,call,15,680,585,365,9708,9715,9470,9488,9488
2019/01/02,201903,9100.0,put,2,196,196,365,9708,9715,9470,9488,9488
2019/01/02,201903,9200.0,put,6,221,221,365,9708,9715,9470,9488,9488
2019/01/02,201903,9300.0,put,14,260,260,365,9708,9715,9470,9488,9488
2019/01/02,201903,9400.0,call,27,381,381,365,9708,9715,9470,9488,9488
2019/01/02,201903,9400.0,put,195,298,298,365,9708,9715,9470,9488,9488
2019/01/02,201903,9500.0,call,12,328,332,365,9708,9715,9470,9488,9488
2019/01/02,201903,9500.0,put,7,345,345,365,9708,9715,9470,9488,9488
2019/01/02,201903,9600.0,call,10,278,278,365,9708,9715,9470,9488,9488
2019/01/02,201903,9600.0,put,13,395,395,365,9708,9715,9470,9488,9488
2019/01/02,201903,9700.0,call,5,227,232,365,9708,9715,9470,9488,9488
2019/01/02,201903,9700.0,put,5,443,443,365,9708,9715,9470,9488,9488
2019/01/02,201903,9800.0,call,44,183,183,365,9708,9715,9470,9488,9488
2019/01/02,201903,9900.0,call,7,152,152,365,9708,9715,9470,9488,9488
2019/01/02,201903,9900.0,put,1,505,565,365,9708,9715,9470,9488,9488
2019/01/02,201903,10000.0,call,44,120,120,365,9708,9715,9470,9488,9488
2019/01/02,201903,10000.0,put,2,635,635,365,9708,9715,9470,9488,9488
2019/01/02,201903,10100.0,call,60,94,94,365,9708,9715,9470,9488,9488
2019/01/02,201903,10100.0,put,2,645,705,365,9708,9715,9470,9488,9488
2019/01/02,201903,10200.0,call,21,73,73,365,9708,9715,9470,9488,9488
2019/01/02,201903,10300.0,call,15,56,56,365,9708,9715,9470,9488,9488
2019/01/02,201903,10400.0,call,11,42.5,40,365,9708,9715,9470,9488,9488
2019/01/02,201903,10500.0,call,70,30,30,365,9708,9715,9470,9488,9488
2019/01/02,201903,10600.0,call,18,22.5,22.5,365,9708,9715,9470,9488,9488
2019/01/02,201903,10700.0,call,2,17,17,365,9708,9715,9470,9488,9488
2019/01/02,201903,10800.0,call,49,14,14,365,9708,9715,9470,9488,9488
2019/01/02,201903,10900.0,call,3,10.5,10.5,365,9708,9715,9470,9488,9488
2019/01/02,201903,10900.0,put,1,1400,1420,365,9708,9715,9470,9488,9488
2019/01/02,201903,11000.0,call,85,9.2,9.2,365,9708,9715,9470,9488,9488
2019/01/02,201903,11200.0,call,8,5.9,5.9,365,9708,9715,9470,9488,9488
2019/01/02,201903,12600.0,call,12,1.2,1.2,365,9708,9715,9470,9488,9488
2019/01/02,201903,13400.0,call,126,0.7,0.7,365,9708,9715,9470,9488,9488
2019/01/02,201906,7400.0,put,111,83,83,138,9634,9647,9412,9430,9430
2019/01/02,201906,7600.0,put,43,99,99,138,9634,9647,9412,9430,9430
2019/01/02,201906,7800.0,put,28,109,109,138,9634,9647,9412,9430,9430
2019/01/02,201906,8000.0,put,11,129,129,138,9634,9647,9412,9430,9430
2019/01/02,201906,8200.0,call,2,1420,1370,138,9634,9647,9412,9430,9430
2019/01/02,201906,8200.0,put,7,145,145,138,9634,9647,9412,9430,9430
2019/01/02,201906,8400.0,put,12,184,184,138,9634,9647,9412,9430,9430
2019/01/02,201906,8600.0,put,17,220,220,138,9634,9647,9412,9430,9430
2019/01/02,201906,8800.0,put,98,272,272,138,9634,9647,9412,9430,9430
2019/01/02,201906,9000.0,put,106,323,323,138,9634,9647,9412,9430,9430
2019/01/02,201906,9200.0,put,1,331,399,138,9634,9647,9412,9430,9430
2019/01/02,201906,9400.0,call,4,495,495,138,9634,9647,9412,9430,9430
2019/01/02,201906,9400.0,put,1,478,465,138,9634,9647,9412,9430,9430
2019/01/02,201906,9600.0,put,50,565,565,138,9634,9647,9412,9430,9430
2019/01/02,201906,9800.0,call,1,325,306,138,9634,9647,9412,9430,9430
2019/01/02,201906,9800.0,put,2,675,670,138,9634,9647,9412,9430,9430
2019/01/02,201906,10000.0,call,19,228,228,138,9634,9647,9412,9430,9430
2019/01/02,201906,10000.0,put,1,805,795,138,9634,9647,9412,9430,9430
2019/01/02,201906,10200.0,call,15,177,177,138,9634,9647,9412,9430,9430
2019/01/02,201906,10400.0,call,39,121,121,138,9634,9647,9412,9430,9430
2019/01/02,201906,10600.0,call,48,82,82,138,9634,9647,9412,9430,9430
2019/01/02,201906,10800.0,call,6,62,62,138,9634,9647,9412,9430,9430
2019/01/02,201906,11000.0,call,17,43.5,43.5,138,9634,9647,9412,9430,9430
2019/01/02,201906,11200.0,call,6,30.5,30.5,138,9634,9647,9412,9430,9430
2019/01/02,201906,11400.0,call,1,22,22,138,9634,9647,9412,9430,9430
2019/01/02,201906,11800.0,call,2,14,14,138,9634,9647,9412,9430,9430
2019/01/02,201906,12600.0,call,2,5.4,5.4,138,9634,9647,9412,9430,9430
2019/01/02,201909,7400.0,put,17,153,153,82,9252,9252,9025,9032,9032
2019/01/02,201909,7600.0,put,4,185,185,82,9252,9252,9025,9032,9032
2019/01/02,201909,7800.0,put,3,183,210,82,9252,9252,9025,9032,9032
2019/01/02,201909,8000.0,put,3,226,246,82,9252,9252,9025,9032,9032
2019/01/02,201909,8200.0,put,6,285,285,82,9252,9252,9025,9032,9032
2019/01/02,201909,8400.0,put,3,341,341,82,9252,9252,9025,9032,9032
2019/01/02,201909,8800.0,put,6,478,464,82,9252,9252,9025,9032,9032
2019/01/02,201909,9000.0,put,2,462,555,82,9252,9252,9025,9032,9032
2019/01/02,201909,9600.0,put,13,885,875,82,9252,9252,9025,9032,9032
2019/01/02,201909,9800.0,call,1,244,247,82,9252,9252,9025,9032,9032
2019/01/02,201909,9800.0,put,11,1020,1020,82,9252,9252,9025,9032,9032
2019/01/02,201909,10200.0,call,2,142,142,82,9252,9252,9025,9032,9032
2019/01/02,201909,10400.0,call,5,105,105,82,9252,9252,9025,9032,9032
2019/01/02,201909,10600.0,call,2,82,82,82,9252,9252,9025,9032,9032
2019/01/02,201909,10800.0,call,2,56,56,82,9252,9252,9025,9032,9032
2019/01/02,201909,11600.0,call,69,19.5,19.5,82,9252,9252,9025,9032,9032
2019/01/02,201909,11800.0,call,3,18.5,18.5,82,9252,9252,9025,9032,9032
2019/01/03,201901,8000.0,call,1,1470,1450,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8000.0,put,1869,5,5,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8100.0,put,1113,5.7,5.7,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8200.0,put,740,6.6,6.6,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8300.0,put,1953,8,8,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8400.0,put,1596,9.2,9.2,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8500.0,put,1577,11.5,11.5,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8600.0,call,8,885,855,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8600.0,put,1608,14,14,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8700.0,call,1,770,760,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8700.0,put,1318,17,17,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8800.0,call,11,685,665,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8800.0,put,3604,24,24,130686,9488,9547,9433,9440,9443
2019/01/03,201901,8900.0,put,2372,29,29,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9000.0,call,8,510,482,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9000.0,put,6506,39.5,39.5,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9100.0,call,21,410,395,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9100.0,put,6168,52,52,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9200.0,call,99,333,313,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9200.0,put,6240,70,70,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9300.0,call,522,236,236,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9300.0,put,6505,94,94,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9400.0,call,2906,168,168,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9400.0,put,10877,128,128,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9500.0,call,5875,111,111,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9500.0,put,8133,170,170,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9600.0,call,10824,67,67,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9600.0,put,2286,224,224,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9700.0,call,12097,35,35,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9700.0,put,828,293,293,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9800.0,call,15845,17,17,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9800.0,put,975,368,374,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9900.0,call,11385,8.4,8.4,130686,9488,9547,9433,9440,9443
2019/01/03,201901,9900.0,put,84,446,465,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10000.0,call,8924,4.2,4.2,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10000.0,put,23,540,560,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10100.0,call,5609,2.5,2.5,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10100.0,put,5,640,660,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10200.0,call,4664,1.5,1.5,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10200.0,put,6,760,760,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10300.0,call,3601,1.1,1.1,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10300.0,put,4,755,860,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10400.0,call,1225,0.8,0.8,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10400.0,put,5,950,960,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10500.0,call,1403,0.6,0.6,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10500.0,put,1,1020,1060,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10600.0,call,722,0.4,0.4,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10700.0,call,237,0.2,0.2,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10800.0,call,286,0.1,0.2,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10800.0,put,2,1340,1360,130686,9488,9547,9433,9440,9443
2019/01/03,201901,10900.0,put,1,1380,1460,130686,9488,9547,9433,9440,9443
2019/01/03,201901,11000.0,call,125,0.2,0.2,130686,9488,9547,9433,9440,9443
2019/01/03,201901,11100.0,call,75,0.2,0.2,130686,9488,9547,9433,9440,9443
2019/01/03,201901,11200.0,call,46,0.2,0.2,130686,9488,9547,9433,9440,9443
2019/01/03,201901,11300.0,call,145,0.2,0.2,130686,9488,9547,9433,9440,9443
2019/01/03,201901,11600.0,call,46,0.1,0.1,130686,9488,9547,9433,9440,9443
2019/01/03,201902,8000.0,put,338,26,26,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8100.0,put,174,30.5,30.5,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8200.0,put,137,35,35,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8300.0,put,77,41.5,41.5,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8400.0,call,1,1090,1070,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8400.0,put,63,46,49,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8500.0,put,142,55,55,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8600.0,put,74,64,67,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8700.0,put,223,76,76,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8800.0,put,357,92,92,1728,9472,9523,9415,9421,9423
2019/01/03,201902,8900.0,put,150,108,108,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9000.0,put,348,128,128,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9100.0,put,422,152,152,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9200.0,call,23,415,401,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9200.0,put,201,178,178,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9300.0,call,53,336,336,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9300.0,put,362,211,211,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9400.0,call,162,277,277,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9400.0,put,415,241,254,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9500.0,call,407,221,221,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9500.0,put,172,294,294,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9600.0,call,447,171,171,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9600.0,put,34,337,348,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9700.0,call,161,133,133,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9700.0,put,33,407,407,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9800.0,call,612,101,101,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9800.0,put,12,470,478,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9900.0,call,883,69,69,1728,9472,9523,9415,9421,9423
2019/01/03,201902,9900.0,put,32,540,540,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10000.0,call,1105,49,49,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10000.0,put,2,620,620,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10100.0,call,780,33,33,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10100.0,put,2,700,710,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10200.0,call,662,23,23,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10300.0,call,529,15.5,15.5,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10300.0,put,1,860,890,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10400.0,call,139,11,11,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10500.0,call,320,7.1,7.1,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10500.0,put,1,1040,1080,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10600.0,call,194,4.4,4.4,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10700.0,call,120,3,3,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10800.0,call,104,2.2,2.2,1728,9472,9523,9415,9421,9423
2019/01/03,201902,10900.0,call,120,1.6,1.6,1728,9472,9523,9415,9421,9423
2019/01/03,201902,11000.0,call,98,1.4,1.4,1728,9472,9523,9415,9421,9423
2019/01/03,201902,11100.0,call,103,1,1,1728,9472,9523,9415,9421,9423
2019/01/03,201902,11200.0,call,120,0.7,0.7,1728,9472,9523,9415,9421,9423
2019/01/03,201902,11300.0,call,52,0.7,0.7,1728,9472,9523,9415,9421,9423
2019/01/03,201902,11500.0,call,20,0.4,0.4,1728,9472,9523,9415,9421,9423
2019/01/03,201902,11600.0,call,1,0.4,0.4,1728,9472,9523,9415,9421,9423
2019/01/03,201902,11700.0,call,1,0.4,0.4,1728,9472,9523,9415,9421,9423
2019/01/03,201903,7400.0,put,77,28.5,28.5,378,9445,9505,9398,9401,9405
2019/01/03,201903,7600.0,put,38,34.5,34.5,378,9445,9505,9398,9401,9405
2019/01/03,201903,7800.0,put,35,44,44,378,9445,9505,9398,9401,9405
2019/01/03,201903,8000.0,put,29,54,54,378,9445,9505,9398,9401,9405
2019/01/03,201903,8100.0,put,3,60,60,378,9445,9505,9398,9401,9405
2019/01/03,201903,8200.0,put,17,64,64,378,9445,9505,9398,9401,9405
2019/01/03,201903,8300.0,put,1,78,78,378,9445,9505,9398,9401,9405
2019/01/03,201903,8400.0,put,107,86,86,378,9445,9505,9398,9401,9405
2019/01/03,201903,8500.0,put,6,96,100,378,9445,9505,9398,9401,9405
2019/01/03,201903,8600.0,put,10,108,108,378,9445,9505,9398,9401,9405
2019/01/03,201903,8700.0,put,44,121,121,378,9445,9505,9398,9401,9405
2019/01/03,201903,8800.0,put,20,138,138,378,9445,9505,9398,9401,9405
2019/01/03,201903,8900.0,put,105,164,164,378,9445,9505,9398,9401,9405
2019/01/03,201903,9000.0,call,5,600,590,378,9445,9505,9398,9401,9405
2019/01/03,201903,9000.0,put,74,180,188,378,9445,9505,9398,9401,9405
2019/01/03,201903,9100.0,put,46,214,214,378,9445,9505,9398,9401,9405
2019/01/03,201903,9200.0,put,19,215,248,378,9445,9505,9398,9401,9405
2019/01/03,201903,9300.0,put,81,253,286,378,9445,9505,9398,9401,9405
2019/01/03,201903,9400.0,call,23,339,330,378,9445,9505,9398,9401,9405
2019/01/03,201903,9400.0,put,336,325,325,378,9445,9505,9398,9401,9405
2019/01/03,201903,9500.0,call,4,284,276,378,9445,9505,9398,9401,9405
2019/01/03,201903,9500.0,put,4,337,371,378,9445,9505,9398,9401,9405
2019/01/03,201903,9600.0,call,13,239,231,378,9445,9505,9398,9401,9405
2019/01/03,201903,9600.0,put,3,415,426,378,9445,9505,9398,9401,9405
2019/01/03,201903,9700.0,call,15,188,188,378,9445,9505,9398,9401,9405
2019/01/03,201903,9700.0,put,10,470,483,378,9445,9505,9398,9401,9405
2019/01/03,201903,9800.0,call,67,154,154,378,9445,9505,9398,9401,9405
2019/01/03,201903,9800.0,put,3,530,550,378,9445,9505,9398,9401,9405
2019/01/03,201903,9900.0,call,29,122,119,378,9445,9505,9398,9401,9405
2019/01/03,201903,9900.0,put,10,600,615,378,9445,9505,9398,9401,9405
2019/01/03,201903,10000.0,call,294,98,98,378,9445,9505,9398,9401,9405
2019/01/03,201903,10000.0,put,1,675,690,378,9445,9505,9398,9401,9405
2019/01/03,201903,10100.0,call,26,71,71,378,9445,9505,9398,9401,9405
